Symbol	space_microg_rep1	space_microg_rep2	space_microg_rep3	space_1g_rep1	space_1g_rep2	ground_rep1	ground_rep2	ground_rep3
ATAD3A	44.323236050482	24.9176833744955	43.4726841990432	47.5257352442039	38.8933882169202	37.1034107576033	32.1932964665153	56.0532128734888
SSU72	65.7442344502008	53.5117462632608	66.6178632864967	69.7932650952844	58.6799274651397	78.9039166945302	68.1318526704718	68.863624563548
FNDC10	9.91290883391243	6.2731872664128	11.8073957083821	4.94111611294049	10.5729599036288	8.11978468983859	5.89679192703498	4.6276846057391
RP11-345P4.9	2.19337350635419	1.66312406597921	2.7505865002481	2.89315351349805	2.6432399759072	3.56833587266449	2.74918002003658	2.20657809015374
MIB2	58.5944065268904	24.8301505289176	43.2714217721958	127.818872079487	62.3804634314098	51.4131658387986	41.1978571118525	143.795338875019
CDK11B	35.7776249867644	26.2890312885485	29.6862079599948	45.2177139019751	28.0183437446163	33.0253126174153	33.9065535804512	40.5765193244938
SLC35E2B	64.9751294544663	62.4109188970092	62.9951396032431	62.414098268722	69.1773662265997	68.6722597535228	75.3833130131769	53.6014594399846
CDK11A	1.16790017870807	0.846150840585913	0.201262426847422	1.26778637108341	1.13281713253166	0.983112944509606	0.996079717404558	0.643585276294841
RP1-283E3.8	5.52616182120406	6.62331864872421	6.3397664456938	5.52624828420976	5.66408566265827	7.5736108317777	9.6818948531723	3.03404487396139
SLC35E2	5.49767645099167	3.99733328138862	4.46131712845119	5.81881436984439	4.64455024337979	4.73350676986106	6.97255802183191	4.25992159071347
NADK	80.4996562202199	60.1934201423703	83.9935194709908	89.8828029755293	78.6552695687813	79.3772673715163	66.4584387452321	93.5650404061024
